net_node	b0199	b0772	b0632	b1888	b0336	b1074	b1945	b3941	b0432	b0557	b0142	b3340	b1075	b2497	b0574	b3230	b3231	b3315	b1131	b3734	b0406	b3318	b0198	b0004	b2518	b2500	b2685	b1072	b1944	b0436	b3714	b2508	b1885	b3642	b3341	b2763	b0888	b3736	b4201	b3738	b0573	b2421	b3317	b1947	b3320	b1782	b2551	b3019	b2400	b2752	b1078	b4202	b3654	b1282	b4203	b2013	b1076	b3251	b3984	b0434	b2424	b0171	b1079	b3189	b1077	b1942	b3983	b1939	b0945	b2913	b2764	b2014	b1890	b1941	b0522	b1938	b0930	b2942	b3255	b4005	b3342	b0523	b0194	b0408	b2697	b1203	b1940	b2476	b0474	b0911	b2312	b4006	b1946	b1687	b3256	b2313	b2557	b2499	b4064	b1729
0_2	0.0403677390312745	0.02803378517009525	0.013637298910476825	-0.0627694108564743	0.022985245256859965	-0.07999521324711562	-0.09279836373232253	0.03153878214626238	0.014814906415277163	0.03413970490454776	0.01266601788143118	0.022949917577698264	-0.07907435574041016	0.025303764614304614	-0.009239650167817803	0.020018780922555934	0.006569450789138842	0.023063026737909054	0.028679854291192353	0.013087798104419068	-0.006069543050370885	0.02968299648661965	0.0370330019352163	0.016517518054978364	-0.004663891661895625	0.01843115110904614	0.02389094500884359	-0.04876175168426494	-0.07206583075919704	0.022251236305956934	-0.0078020400556042535	0.036324680840588375	-0.06113869071572897	0.005684339496149993	0.024843980910659313	0.03784475645736518	0.041855366334326016	0.010091248017209953	0.03442138195161881	0.002160334926439078	0.0007080424237631	0.03243417647555069	0.02303466740867388	-0.08637271076287273	0.022954792664916623	0.012045130454226505	0.03959625853636417	0.03606430063260724	0.015667077685973085	0.024060539113370027	-0.08636892691885256	0.03689298107067218	0.003756644406298748	0.019056654981904675	0.03390830716413107	0.025741108765933052	-0.06084959327037226	0.018317890286343674	0.03617411523259795	0.023667525922006383	0.03930508771867758	0.03384059112493715	-0.06654831891814544	0.037953717023128664	-0.07915095750233186	-0.07248361681635346	0.026944323982257656	-0.09113187237085635	0.008216738405310231	0.019417838087443573	0.04298374252345605	0.022114681061759622	-0.08808180453670983	-0.07283097947670669	0.027203708825044526	-0.0962210898841605	0.025739173399625948	0.056823962662168714	0.0025682078320392043	0.043511976399539964	0.019272273190103273	0.0034030798238806614	0.03145838300548487	0.013705396293483108	0.03441206053055923	0.039665856425125434	-0.0749478129675713	0.03581521884914052	0.011818135586936007	0.025587953858333568	0.028877154189425214	0.02721020327169643	-0.06303007927008603	0.024791848166146768	0.013011336078026958	0.008900348838684069	0.049242909413913294	0.01427109081843081	0.01580874705698876	0.045367036926963644
0_5	0.01909266817451022	0.035736960977983734	0.015389168060890634	-0.01930919389679625	0.06038762860139463	-0.017210603744595265	-0.035517284090123946	0.017064184483182476	0.03264204196569831	0.048077011409091264	0.011315810345791544	0.036924266581904175	-0.025595407558909378	0.057798435387107494	0.03753281165807487	0.01905175357233846	0.006931771770621209	0.03657217042820404	0.03806620361700097	0.037782711332808305	0.022092212370361297	0.03443080230469453	0.02151700857763461	0.016185374511055173	0.042719895706532895	0.016102071549867314	0.018248344719484444	-0.007358466964375365	-0.02343970942444573	0.027671214496502117	0.00586418017939716	0.03766623710820305	-0.025920469599815088	-0.00013195477315902648	0.04201389095193142	0.04470740013795027	0.04440186843388022	0.03226447289981138	0.048200879691709164	0.04213776036730332	0.03316930765582904	0.03630967734049406	0.04064752609924871	-0.03891311727918101	0.03202552588164709	0.03266845874072105	0.04579431227810726	0.04509470291727058	0.01727296838106296	0.02792504068859525	-0.0250525334730331	0.05116817169192478	0.011236308584024302	0.02597258099898725	0.04031500517066278	0.03254100595440801	-0.00785677697082976	0.029363480798969555	0.04108410146644326	0.04388940562737903	0.03807440085732772	0.04366110524469585	-0.030078694966545805	0.0408536374129973	-0.019020925657927457	-0.01958369118058534	0.038481378507040254	-0.03701047126430601	0.022991720824122264	0.026538641208980418	0.04497920922751697	0.02750053279922504	-0.04005752651446126	-0.018440486856954597	0.03352413059578829	-0.02931550865154281	0.022290492354417824	0.037376237746860386	0.037103225746622615	0.057409718722589265	0.03140101197381162	0.019179983003854817	0.04502015698388384	0.02002370899984307	0.04334930155933292	0.03771452524660812	-0.012566985162012545	0.032135431206172016	0.02358088155225263	0.03609023391858179	0.05237149499427701	0.05755276154268729	-0.020026293406346152	0.03370924360206573	0.031521952551451626	0.021430787323184708	0.07662116330468205	0.04085891507927819	0.04372697848126739	0.04709570294451215
0_6	0.015572804069811597	0.033272881628692574	0.017363155880044334	-0.06231638671175194	-0.007434357376709888	-0.06682413551095273	-0.06492465577678769	0.028871688829795517	0.013924860119363669	0.0011757250009433173	0.0084332290379181	0.02470448016053739	-0.06181962825149445	0.011494085237898688	-0.009552583028171524	0.026845897194205937	0.01289311957505146	0.023884895521173455	0.017417997505529192	0.012719299041663246	0.0035004967747297444	0.035163804714364644	0.023818168970399456	0.021956341914703636	-0.012856267164985391	0.02418535999011362	0.018812727350291714	-0.033167953433850705	-0.05425546143982829	0.020336047323780138	0.019435737819921695	0.03867151674136882	-0.06829393790529076	0.028934037543471458	0.016558407308812972	0.032888133236945394	0.02746131972537763	0.0017918678140780298	0.025436827858248523	-0.0015992972500844527	0.0033212955042329906	0.044948697624532685	0.02751864453441477	-0.055501546847808836	0.029158498378053954	0.0007253562860835561	0.03734035682569348	0.038216272327609824	0.00969405980455873	0.030589149257324477	-0.06436902386300658	0.021631693680980724	0.014102495391126624	0.03096023641029788	0.03485314920038496	0.03565209169406458	-0.04047000662296241	0.02076979695039405	0.0440454822312768	0.01054729395653542	0.04167696553593814	0.03570942337181088	-0.05655835778177093	0.045304546238076226	-0.053702989465706286	-0.06518748056074569	0.027546286829570277	-0.06670259509680598	0.004858250475969217	0.025254451885102558	0.03795192034202033	0.020054011926012194	-0.06747022418421683	-0.056495978760738086	0.02806931764900311	-0.07242173851586348	0.027132093412558955	0.02856553400787437	0.009887331109327213	0.04729125517024124	0.016193628550549177	0.006292432292927863	0.03310884384872259	0.028238724209439847	0.036922082088239105	0.0326951408320485	-0.052898781416430896	0.03636637800898024	-0.008719706479867195	0.03676126728379958	0.020147079523337996	0.02134586024204166	-0.055573586231044525	0.03295829052546351	0.013665435119746827	0.009335945852842031	0.041381384520282394	0.013184281283741828	0.03235455536650844	0.02608320707415257
0_8	-0.0033148031067686823	0.023752957459259205	0.010828785223163329	0.10844594945735442	-0.008680673766013225	0.10299415418480451	0.1048416536777641	0.007387644104396296	0.024363612867345785	-0.01812519228051257	0.013641203155343895	0.031889791478816654	0.10628895401790395	-0.0013425725399140997	0.029878928621945744	0.037722363986648966	0.025894439516782497	0.038847076712013595	0.011891784326046984	0.005493219921918979	0.010873222373404712	0.03679736899912123	0.010485444498005703	0.037099479563712956	-0.005524322873917797	0.025247347831448885	0.02066358312385652	0.08607175199431716	0.1000903292619818	0.025633183121422376	0.027610399260489804	0.03168221351670453	0.10658591072340373	0.051303627393867735	0.021614451526312473	0.04006837112719386	0.019538593170379537	0.013420215031622273	0.028988611161384403	0.018001849914765722	0.03981952131120248	0.04490463653057364	0.03696841213277435	0.11020376007539145	0.029985695251313338	0.006566341589721303	0.023763158320517674	0.024275157130415503	0.01493280227701621	0.027974957973409875	0.119311495572693	0.028268178783349196	0.027855366696359074	0.01703173059076446	0.044072924881107145	0.03904481759245948	0.10379385566834765	0.017697880358547136	0.04191499338314686	0.012331215149521346	0.03022891358649482	0.022602574822311094	0.09453489763628026	0.036946471458062624	0.11877175739614654	0.09527208809067256	0.036629131973578866	0.11157955420050586	0.008069716807822314	0.029413019310114974	0.03120078093393741	0.016121496108635502	0.1277996573061353	0.11265822718280344	0.018184310114723323	0.11973917013302765	0.02424953971009114	0.007631601790913711	0.028907699452279	0.03268575860627687	0.02377867522459265	0.017062338958041323	0.02577848561274354	0.04500514381361609	0.029370186053439107	0.01953791232001245	0.10404884156253014	0.03889606730933182	0.001147421438935925	0.037082235126491114	0.012635722053598697	0.018586443342567316	0.09888523715916248	0.04190405250367901	0.013478341188027265	0.019165290822451997	0.03269643915155551	0.01497957219649737	0.04812656586007247	0.03439227574127801
0_14	0.0361358783891928	0.0427312077007318	0.019520522917502836	-0.019121959201752414	0.011380488487552354	-0.023263512626309768	-0.004033039367949576	0.04598728685983011	0.016258400691295916	0.005760094968019769	0.02664982473373889	0.012186783752586638	-0.019713066186969608	0.01660761104749614	0.01298648927633006	0.022119268671867864	0.018650201697156477	0.005800619007627628	0.01906783086910324	0.009341620048422428	0.021543812148791308	0.019136611265384684	0.01882629256324886	0.006093807017198749	0.023183837101433624	0.03309219772928884	0.026546106997671015	-0.005991426342249029	-0.007217101217573574	0.013296544293879053	0.05425692283783712	0.03181660809370057	-0.03377219110659241	0.04229335333667905	0.011910559266728238	0.021818123883478036	0.013634343812562344	0.01096027683055345	0.020938091845608797	0.02227226731204157	0.01607832252144059	0.02699529611499696	0.01922851016681737	0.00566557860094441	0.02320490970770761	0.00103460336643868	0.030217568515804816	0.047734642224351864	0.0071345619279880035	0.020483069525197073	-0.01373536988334273	0.00425396287383184	0.049460133993458666	0.03934956705796311	0.021233805725943133	0.03499638742126743	-0.004975764579509323	0.02723519239293759	0.026426853610323375	0.025814696812231752	0.028538096341744867	0.03306724832478247	-0.012858627534500178	0.038858129664705365	-0.004168863172181014	-0.010556249381173388	0.019390802303933974	-0.008243319277292716	0.021402270113941024	0.02464749136424005	0.028378135321930675	0.022885829202800467	-0.020097502030216707	-0.001400660829065925	0.04976392771438032	-0.011474208040476386	0.03957382095163886	0.020059915270590922	0.03205728195416613	0.03502926690447494	0.014280420821766948	0.03541829350657244	0.02876432412088825	0.03360239985011593	0.02358604993872404	0.023968190590823002	0.00028168161485153664	0.04934307021117179	0.014069893007202072	0.03443812685836156	0.04472079232892873	0.031207834518484634	-0.008805524127970366	0.046106667837989446	0.03118653257731563	0.0350992453979142	0.042713853815878	0.04770627627941382	0.054707743121560015	0.02158887563466516
0_16	-0.029182277862815742	0.02324111017163899	0.019510795608610687	-0.04758533529931325	0.027609472734611895	-0.02012048133484856	-0.029473735778025922	-0.007421857431315071	0.037278390102375436	0.02217846560518666	0.020270820035816817	0.027723852305436725	-0.027029542522099492	0.039949138943095874	0.0606314456664544	0.016800890789237966	0.026378884509813183	0.030113373425490808	0.009398152094447276	0.026424637827687114	0.052201777047477305	0.021394658576739944	-0.011890408397544183	0.00635615536319134	0.05645740386419673	0.015844023735946178	0.002478034531226414	-0.021228355330777993	-0.032348865676731786	0.026450361577994075	0.04078078841903954	0.014253705294920427	-0.041637352112649684	0.013049650124934364	0.02964798245037592	0.0023469686239251386	-0.000893358883509332	0.031499055057143566	0.02718806443741495	0.053585286141300204	0.04773170108027536	0.015843256512483195	0.035102023602413435	-0.030075019834505112	0.0349872362339122	0.012785791572420602	-0.0015049941094672503	0.0210822584798801	0.0064828243202584845	0.019450920909715008	-0.018481208796143234	0.017672529898733913	0.015502325633431902	0.03625147478030244	0.029214572602721645	0.014074806134284135	-0.013309750123813857	0.012014289525359656	0.029384631619313817	0.02621009182184003	0.008407472122240911	0.0241273446979125	-0.02943821261253038	0.01835030691152617	-0.02128093146064408	-0.0209367023176239	0.024992226526433514	-0.036146289253396136	0.04641476653383958	0.024253972680619573	-0.00437952209680359	0.03711538532939884	-0.01966954160718648	-0.008790269185548205	0.019250743345809895	-0.0184674173252507	0.023134327303258262	-0.022992610362260302	0.04147265826820423	0.02255120570982805	0.03802769718541188	0.029516093590290948	0.016473462478751755	0.03346222492862616	0.028885387369584237	0.018854680584064254	-0.0084046993650006	0.00925917418413924	0.028725655745801937	0.04497768636628541	0.03870659639906199	0.028361419703146096	-0.021529086862590363	0.003145740505792083	0.046360972805882694	0.04102989102576937	0.030264938885506965	0.038353323259445515	0.06270708173858064	0.0016707260814894376
0_19	0.02854876581781518	0.03162195015997682	0.0187974051800196	-0.03444904753429012	0.016255667782440808	-0.024375735016581856	-0.007327741216771544	0.036371181418391685	0.012588617355149045	0.021170472088991366	0.023420169361743626	0.008574982038010992	-0.017593461319724946	0.018131483925719893	0.0058176240544781654	0.02261206824982298	0.019679992428845883	0.016344154264369415	0.014377889908537944	0.012566218682423469	0.02269841737150924	0.019460746535711282	0.011834562574941976	0.005930276483603669	0.017644336885119627	0.02731675976009773	0.020189793009761647	-0.009665770012738828	-0.007295790819958514	0.015788003490606495	0.04558547612879049	0.021382022142256818	-0.03821100240482328	0.032721966286301085	0.01000204032248575	0.01474152359743186	0.008630577150693097	0.013420672983128212	0.019814182678067338	0.028290340795735447	0.015202552647658796	0.021113864495364787	0.012845858809266475	-0.005415463915005081	0.019165125692654383	-0.0045220143699840065	0.015151079348391105	0.03404528762388459	0.01492054221577932	0.008564210638815628	-0.01762908946110353	0.008772507544519192	0.03616979435097695	0.034882148049280914	0.01858191684344712	0.020547294921355874	-0.013310819877945912	0.01951192812708047	0.026571822809162704	0.026691956819623386	0.017495894355732622	0.023264825122168653	-0.015094690949631784	0.025823886020539644	-0.013809043268361021	-0.009779215496823757	0.019392525735130395	-0.01659629512401728	0.02956440937742366	0.019617372130988686	0.02136768493165031	0.034043472385469564	-0.029447879188941983	-0.0048447652627299775	0.04058085952948942	-0.013736944547764363	0.030507921030149876	0.0141816672197988	0.018690013039951936	0.025837335849640986	0.009972211269278941	0.03459015716563729	0.0306699680081447	0.02939298565141102	0.011031895216310539	0.024998883752324397	-0.008230846186344398	0.03508706219399271	0.011897860222114753	0.02653759732023786	0.030813856583046306	0.021622127776540934	-0.009131318684944378	0.02832017634885864	0.022689300249244093	0.028617781936902453	0.031199254972104407	0.0389506964382248	0.04367214498295591	0.016908630579866912
0_23	0.04825523555084438	0.033415219947453	0.02742662407775931	0.07648711175203127	0.041415750261079465	0.0507773210435708	0.04823177546608948	0.033675711958454424	0.028067428049111998	0.02566270238833246	0.05709511063736161	0.02008900438480099	0.04218333975430899	0.04090218732048895	0.041054475826641124	0.02041892668466405	0.022366962884958874	0.019633565707495637	0.03391596658746132	0.027325479226921634	0.03538984904345621	0.021562120653231376	0.03805074220538307	0.02670793896937984	0.04327799944641614	0.025117199266786017	0.04388431725956865	0.031220975269226736	0.051628846377952065	0.026925539584294667	0.033659099342417065	0.03069963270877707	0.07308216186996208	0.016757695725504174	0.03816117239869099	0.018992812806750914	0.028114218410764613	0.030209773704243492	0.029214499959222984	0.04463221114587157	0.042265597030946456	0.023153877242179988	0.02853224339366789	0.049961126211558016	0.030034468088156463	0.040380740079750344	0.02771595269017668	0.021286999057064437	0.029181636060333527	0.018913550015013936	0.05495594983493052	0.02093160906449798	0.04923195598283264	0.0347568472986447	0.03283359134958963	0.010066183074377122	0.053651489180803646	0.04044989663197163	0.023409234546067692	0.045246152791660166	0.01915729151136636	0.027712566696791063	0.05140878942126498	0.030547524842469254	0.05349290536611673	0.060473331328041335	0.03036679087907368	0.060360053139666026	0.04545613963025763	0.029999934286089602	0.023219944325905795	0.02639603051061834	0.07683847062338672	0.05996021986566191	0.03473216855068961	0.05645579572364606	0.03733252457502556	0.05046462179871192	0.05525734080795042	0.010654377663215309	0.03813274711665027	0.040543082467597524	0.0309927694309714	0.04431376378087959	0.03571580964097254	0.026578625398516742	0.0509633278233268	0.04603628923647107	0.05705799314380472	0.036022517201519166	0.04581380389479256	0.032526283082101703	0.05883779785717019	0.06038888036182255	0.04217360118017477	0.04450140157651261	0.0458196136222867	0.053562676602772474	0.0474252470529668	0.05145158405375283
0_29	0.008811037926805154	0.02865200069440721	0.011120308332065787	0.09725886545472623	0.03434526903871077	0.11499882989095112	0.09786332594850167	0.005216212108242191	0.04205566428665375	0.03390156230334673	0.023545811595645727	0.044044477468132115	0.11002902624656907	0.033962475392534386	0.0707411256059729	0.025641105494093486	0.022659987529375814	0.04006235608062536	0.027766397157702682	0.03308900496676015	0.033521524454801166	0.03517832025455736	0.011555716268386695	0.028758149287733126	0.05604052455202613	0.017780858666699983	0.014325156608515854	0.0878738703270251	0.10324164261043867	0.03630114150350949	0.03138584961845248	0.012249184724982598	0.10104371068902918	0.016063745081141223	0.039736531016472565	0.03751602919837027	0.023992475075482966	0.04237049877927679	0.04588783800004437	0.06723816321743703	0.06341217391660292	0.0335035856130963	0.040433986538027544	0.0946850314498392	0.029318635209154342	0.025141643813140935	0.016657602487044176	0.028532576161419798	0.01812572790555711	0.027676624830422436	0.11446274431822073	0.041159927055301804	0.0238368896028906	0.019812442803152197	0.04904739440775052	0.034150586947105155	0.10074346442409376	0.019578218547452342	0.03461594337569951	0.03607440452104821	0.02478298333158746	0.013859340335406978	0.09438335234042566	0.024647582717959304	0.11094012327184244	0.10893167656508462	0.03823246828162141	0.11585743756936212	0.025955644494545682	0.02353486198554766	0.028929169338488103	0.036975216569559266	0.10838559586683216	0.11503850453503744	0.014927030124269547	0.12301177086546128	0.026046839806982636	0.009882508279103697	0.04399420685265809	0.028982999249722696	0.03964590043771943	0.03485988645633298	0.03590607637251886	0.045265399158504804	0.02923797392747407	0.02833720423189745	0.10713365546302434	0.02210961753454188	0.021033093401705505	0.034778776915944776	0.03726279748452116	0.03837380060463458	0.09831656944665884	0.035613084904885794	0.03594180414786463	0.04320816961045415	0.05309529667237367	0.035792617057226694	0.05313883782591	0.04449483280339728
0_40	0.0737165625869815	0.04643705336405235	0.032027885093755315	-0.01948966597715862	0.051619256981675854	-0.034131931086937906	-0.04551704883333785	0.05330901652607556	0.0319566640377561	0.05930117461487405	0.06234953836146717	0.011753864763408561	-0.04195364598791429	0.05360506139871518	0.03044894654021124	0.023581494531577984	0.02548884247701433	0.01633014654377285	0.025881935221696573	0.02446526780201519	0.04092697312810045	0.023837171174821203	0.050568396752956546	0.01235466747151659	0.05877003039691253	0.02987763864996129	0.04600123940841361	-0.02430870162838944	-0.022474279129909958	0.029652425781471092	0.03739767318678222	0.033697267675966924	-0.01979340581497413	0.008831681738699915	0.03768667228766853	0.018803619034198582	0.028689280877371104	0.027852409156407965	0.0356632004092855	0.042112722591155394	0.036365825268441454	0.020096947544660848	0.020561270690940825	-0.037468488511889275	0.03172261368399021	0.03298636157578788	0.024348828503701014	0.02859845191049515	0.029094802162260125	0.022282189595643542	-0.041064703238317124	0.018079008852255662	0.04545478971650446	0.049042108161658104	0.030757318403628275	0.013077258345573606	-0.019939693283275883	0.03928524469954864	0.02966632815722159	0.05905024533688269	0.025456597112018087	0.03402454609189037	-0.021294435386335298	0.02936933736155034	-0.04019700819699851	-0.014478496408117214	0.028859012509286353	-0.035148534998865055	0.05746608442703616	0.030052494415351183	0.029181492096557404	0.04620019843845635	-0.02532901632213097	-0.020320889372445416	0.04477264083099408	-0.040981937883019404	0.04926910576817267	0.07011619806358893	0.03650094218506472	0.016855341825047554	0.03973581241062174	0.04583019491480134	0.038017987955415	0.040173871378245796	0.03183339536641683	0.03843609834595696	-0.026423727372478	0.04547691409793031	0.06134808308920797	0.03930303307054095	0.05932922577327432	0.02887858619199213	-0.00983696961024405	0.045398823119103926	0.04494321666897505	0.057512764400671434	0.04921140497263099	0.05626798086020801	0.05213465269828277	0.05795190630364
